waterbody_name,stationid,year_yyyy,month_mm,day_of_month_dd,time_hhmm,time_of_day,surface_ph,surface_chla_ug_l,surface_tp_ug_l,secchi_depth_m,surface_temp_c,hypo_temp_c,thermocline_depth,NO2NO3_mgL,silica_mgL,dissolved_P_ugL,TKN_mgL,do_epi_mgL,do_hypo_mgL,conductivity_umho_cm,DOC_mgL,DIC_mgL,chloride_mgL,alkalinity_mgL,hardness_mgL,turbidity_NTU,TN_mgL,surf_or_int
Lake Monona,deep hole,2008,3,03,NA,day,8.13,NA,102,10,1.5,NA,3.4135265458654325,0.314,1130,83,0.8,12.875,NA,NA,5.31,NA,52.45,177.80437784999998,NA,NA,NA,int
Lake Monona,deep hole,2008,4,17,NA,day,8.55,14.5,65.25,2.1,5.484,NA,NA,0.395125,0,5.75,0.69,14.831999999999999,NA,NA,5.49625,NA,67.184,175.60246604999998,NA,NA,NA,int
Lake Monona,deep hole,2008,4,30,NA,day,NA,4.033333333333333,47.75,4.5,9.93,NA,17.5,0.35875,181.75,14.75,0.7475,15.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,5,14,NA,day,8.313749999999999,1.6,63.2,6.5,11.915384615384616,NA,NA,0.3758,613.8,41,0.712,10.926923076923078,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,5,28,NA,day,NA,1.8333333333333333,69.5,6,15.06,NA,12.328589980570449,0.3715,801.75,21.5,0.7925,10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,6,10,NA,day,8.598,3.3666666666666667,75.2,3.8,18.59166666666667,NA,9.549356214932718,0.32839999999999997,1206,56.6,0.732,9.158333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,6,24,NA,day,NA,3.9333333333333336,66.25,2.2,21.107692307692307,NA,10.832075336429872,0.24225,1552.5,24.25,0.8075,10.192307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,7,08,NA,day,8.81,6.6,108.28571428571429,2,21.710526315789473,NA,12.403615877810095,0.095,2107.1428571428573,71.14285714285714,0.9985714285714286,5.894736842105263,NA,NA,5.525714285714286,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,7,21,NA,day,NA,9.833333333333334,40,1.7,23.8,NA,10.545047075677648,0,1912.5,3.25,0.77,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,8,05,NA,day,8.73375,9.4,109.42857142857143,1.5,24.13888888888889,NA,12.165031905334388,0,2564.285714285714,68,1.1485714285714286,4.305555555555555,NA,NA,5.628571428571429,28.715,33.98428571428571,156.20705464285714,NA,NA,NA,int
Lake Monona,deep hole,2008,8,18,NA,day,NA,13.366666666666667,32.5,1.2,23.022222222222222,NA,11.620559597904574,0,2212.5,0,0.6925,4.411111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,9,05,NA,day,8.848571428571429,6.966666666666667,110.14285714285714,1.4,21.723529411764705,NA,13.151770966103667,0.008571428571428572,2975.714285714286,78.71428571428571,1.187142857142857,5.129411764705883,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,9,29,NA,day,8.91,3.3333333333333335,50.5,1.3,20.01764705882353,NA,13.505176866406607,0,2597.5,0,0.8575,4.723529411764706,NA,NA,5.604,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2008,10,31,NA,day,8.628,5.1,101,1.4,11.475,NA,NA,0.04175,2132.5,56.75,1.1425,10.55,NA,NA,5.1,NA,50.5875,173.98856478750002,NA,NA,NA,int
Lake Monona,deep hole,2009,2,05,NA,day,8.344000000000001,0.6666666666666667,147.64285714285714,10.1,1.045,NA,17.4007256964089,0.29057142857142854,2440.214285714286,105.14285714285714,1.2228571428571429,12.13,NA,NA,5.5360000000000005,NA,53.207499999999996,195.1319224125,NA,NA,1.32325,int
Lake Monona,deep hole,2009,4,17,NA,day,8.96,25.8,83.5,1.3,7.98,NA,2.5,0.461,343.5,7,0.8,17.240000000000002,NA,NA,5.11,5.16,62.9,178.7552034,NA,NA,1.42,int
Lake Monona,deep hole,2009,4,29,NA,day,NA,10.7,72.75,1.8,9.484,NA,NA,0.49625,8.25,18.75,0.7825,12.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,5,11,NA,day,8.686,0.43333333333333335,67.6,5.9,13.572727272727272,NA,8.641264231479667,0.523,554.2,45.8,0.832,10.181818181818182,NA,NA,4.618,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,5,28,NA,day,NA,1.0666666666666667,97,6.1,16.34285714285714,NA,9.508801977910204,0.5665,1377.5,69,0.8725,9.17142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,6,10,NA,day,8.385,5.166666666666666,99.33333333333333,4.1,17.593333333333334,NA,11.367357061555246,0.5356666666666666,1683.3333333333333,66.16666666666667,0.965,8.213333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,6,23,NA,day,NA,3.3,78,5.1,20.778947368421054,NA,11.413521423623957,0.38925,1712.5,30.25,0.8975,7.826315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,7,09,NA,day,8.786,7.7,61,1.7,20.69375,NA,9.497355000528442,0.1056,2490,12,0.882,8.84375,NA,NA,5.4319999999999995,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,7,20,NA,day,NA,19.6,76.75,1.1,20.791666666666668,NA,8.837281074721517,0,2607.5,0.75,1.115,8.916666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,8,04,NA,day,8.878,13.866666666666667,62.25,1.1,22.057142857142857,NA,9.759296891845043,0.008,1449.5,4.5,0.975,6.835714285714286,NA,NA,5.328333333333333,NA,58.53,171.19030187500002,NA,NA,0.9666666666666667,int
Lake Monona,deep hole,2009,8,20,NA,day,NA,7.666666666666667,51.5,1.4,21.988235294117647,NA,11.17773314855148,0,3010,0,0.9575,5.317647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,9,04,NA,day,8.838333333333333,12.866666666666667,59.333333333333336,0.9,20.94,NA,11.20671942646542,0,3372.3333333333335,13.166666666666666,0.85,7.42,NA,NA,5.235,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,9,30,NA,day,8.447999999999999,3.1,107.25,1.4,18.005555555555556,NA,13.57649929489366,0,3730,39,1.155,4.805555555555555,NA,NA,12.898,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2009,10,30,NA,day,8.09,1.6666666666666667,127.3,2.6,11.1,NA,NA,0.038,2809.1,100,1.424,8.816666666666666,NA,NA,5.623333333333333,NA,58.355999999999995,169.51718252999999,NA,NA,1.3672,int
Lake Monona,deep hole,2009,12,04,NA,day,NA,0.75,129.33333333333334,4.9,7.495652173913044,NA,NA,0.20033333333333334,3520,111,1.2,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,2,03,NA,day,8.35,4.1,129.375,4.3,2.6,NA,13.5,0.3855,2370.5,101.75,1.0275,10.9,NA,NA,5.57,NA,58.96333333333333,194.31871635,NA,NA,1.598,int
Lake Monona,deep hole,2010,3,31,NA,day,NA,25.7,127.33333333333333,1.3,5.775,NA,NA,0.4406666666666667,2616.6666666666665,32,1.0366666666666668,12.554166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,4,12,NA,day,9.02,43.8,89,1.3,8.975,NA,2.9454719454904548,0.224,45.5,5,1.11,16.375,NA,NA,6.38,NA,65.25,185.0606781,NA,NA,1.33,int
Lake Monona,deep hole,2010,4,27,NA,day,NA,3.9,97.33333333333333,2.5,11.566666666666666,NA,10.628608286871826,0.14566666666666667,156.66666666666666,25.333333333333332,0.94,10.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,5,13,NA,day,8.5,1.2,78.25,4.2,12.529166666666667,NA,NA,0.1825,1022.5,53,1.0225,8.55,NA,NA,5.015714285714286,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,5,25,NA,day,NA,3.45,70.33333333333333,4.8,19.114285714285714,NA,5.513196630053898,0.21666666666666665,1030,39,0.88,9.842857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,6,09,NA,day,8.739999999999998,3.5,66,2.5,18.876923076923077,NA,8.177929325030934,0.122,1270,26.75,0.9725,7.161538461538462,NA,NA,5.7275,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,6,21,NA,day,NA,8.15,58.666666666666664,1.5,22.676923076923078,NA,7.494178777268484,0,1536.6666666666667,0,1.09,9.407692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,7,06,NA,day,8.92,12.399999999999999,47.333333333333336,1.6,23.854545454545455,NA,7.860975953555681,0.006333333333333333,1453.3333333333333,0.6666666666666666,0.86,6.5181818181818185,NA,NA,3.2533333333333334,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,7,20,NA,day,NA,7.7,42,1,25.408333333333335,NA,8.481710960485964,0,1620,0,0.74,6.091666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,8,04,NA,day,8.784,6.1,27.8,1,25.915384615384614,NA,8.605049887578772,0.009,1327.8,0,0.73,5.246153846153846,NA,NA,4.722,NA,55.716,151.74174908999998,NA,NA,0.6872,int
Lake Monona,deep hole,2010,8,16,NA,day,NA,6.25,31.666666666666668,1.2,25.02857142857143,NA,9.487865776835754,0,2293.3333333333335,0,0.72,5.314285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,8,30,NA,day,8.795,9.100000000000001,31.75,1.1,23.92857142857143,NA,9.533954411680767,0.00975,2642.5,1.5,0.8375,5.414285714285715,NA,NA,4.555,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,10,08,NA,day,8.8225,17.95,74.66666666666667,1.1,16.62,NA,15.477187909524336,0,2416.6666666666665,10.333333333333334,0.99,6.35,NA,NA,4.965,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2010,11,02,NA,day,8.55,7.2,80.25,1.7,11.666666666666666,NA,NA,0.0475,224.75,31,1.005,9.054166666666667,NA,NA,NA,NA,54.3425,165.9565910625,NA,NA,1.21625,int
Lake Monona,deep hole,2011,1,26,NA,day,8.247499999999999,1.05,74.5,8.5,1.4000000000000001,NA,8.824032863916077,0.16575,313,58.75,1.1875,11.42,NA,NA,4.6625,NA,57.35333333333334,NA,NA,NA,1.125,int
Lake Monona,deep hole,2011,4,21,NA,day,8.5275,14.566666666666666,47.75,2.1,8.188888888888888,NA,6.4819211426110686,0.301,6.25,5.75,0.89,13.033333333333333,NA,NA,4.3475,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,5,03,NA,day,NA,19.099999999999998,50,2,8.844,NA,NA,0.29,42.75,0.75,0.8225,11.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,5,17,NA,day,8.2625,1.9333333333333333,59.3125,4.9,11.98,NA,NA,0.31625,478.0625,31.125,0.87625,8.612,NA,NA,4.4475,NA,64.378,187.45275501000003,NA,NA,1.1022,int
Lake Monona,deep hole,2011,6,01,NA,day,NA,2.1666666666666665,75,3.1,15.793333333333333,NA,12.53976411014461,0.292,1006.75,46.5,0.9825,6.133333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,6,14,NA,day,8.39,6.533333333333333,77,2.6,18.95714285714286,NA,10.30140585380324,0.2743333333333333,1101.3333333333333,32.5,0.9416666666666667,9.85,NA,NA,4.928333333333333,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,6,28,NA,day,NA,7.933333333333334,NA,2,20.93076923076923,NA,8.647034954380716,NA,NA,NA,NA,9.73076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,7,12,NA,day,8.446666666666667,7.7,78.66666666666667,1.75,22.915,NA,11.281432934903227,0.0135,2043.3333333333333,44,1.0433333333333332,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,7,26,NA,day,NA,6.8,29.75,1.6,25.935714285714287,NA,8.187520967146009,0,2070,0,0.655,5.921428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,8,09,NA,day,8.39,11.5,38.5,1.3,24.933333333333334,NA,10.198391200618914,0,1848.0714285714287,17.166666666666668,0.9583333333333334,6.173333333333333,NA,NA,NA,NA,63.638333333333335,160.364235525,NA,NA,0.7338333333333333,int
Lake Monona,deep hole,2011,8,24,NA,day,NA,11.2,24.25,1.2,24.23846153846154,NA,8.703774071639488,0,2732.5,0,0.815,6.230769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,9,13,NA,day,8.596666666666666,10.333333333333334,36.666666666666664,2.3,21.38235294117647,NA,11.443438523509077,0,2816.6666666666665,6.333333333333333,0.8566666666666666,6.8764705882352946,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,10,04,NA,day,8.58,28.7,165,0.9,17.14,NA,2.598291359352038,0.023,2570,37,1.64,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2011,11,01,NA,day,8.243333333333334,11.466666666666667,103.2,1.2,11.21923076923077,NA,NA,0.0508,610.8,44.6,1.302,11.226923076923077,NA,NA,NA,NA,64.544,173.64076281,NA,NA,1.0837999999999999,int
Lake Monona,deep hole,2012,4,05,NA,day,NA,4.8999999999999995,61.5,4,9.96,NA,NA,0.199,485.25,28.75,0.9775,10.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,4,18,NA,day,8.03,1.3666666666666667,68.1875,4,11.068,NA,NA,0.216125,1057.5,46,1.03625,9.676,NA,NA,4.99875,NA,68.482,182.02804503000002,NA,NA,0.8972,int
Lake Monona,deep hole,2012,5,03,NA,day,NA,1.5666666666666667,70.5,5,13.083333333333334,NA,9.53232894681993,0.2205,1365,43.25,0.96,9.908333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,5,16,NA,day,8.73,18.433333333333334,188,0.7,16.827272727272728,NA,8.73739987791594,0.07475,1337.5,3.5,2.295,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,5,30,NA,day,NA,3.1,45.25,2.7,18.8,NA,10.459670793057803,0.0545,1617.5,6.25,0.89,7.8687499999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,6,12,NA,day,8.6466666666666665,4.333333333333333,57.833333333333336,2.3,20.746666666666666,NA,10.332373898263402,0.017333333333333333,1876.6666666666667,18,0.4116666666666667,7.58,NA,NA,5.458333333333334,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,6,26,NA,day,NA,5.9,45.75,1.1,23.28333333333333,NA,10.122554810067957,0,2050,0,0.905,6.633333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,7,11,NA,day,7.426666666666667,2.1666666666666665,65.16666666666667,1.5,25.48,NA,10.20125282872922,0,2611.6666666666665,28.333333333333332,0.8633333333333334,4.326666666666666,NA,NA,4.843333333333334,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,7,24,NA,day,NA,6.066666666666666,31.75,1.6,23.28095238095238,NA,13.280232270820116,0,2650,0,0.5625,3.433333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,8,07,NA,day,8.6466666666666665,8.066666666666666,16.75,1.1,25.72142857142857,NA,9.42633362564331,0,1978.25,2.4,0.614,5.421428571428571,NA,NA,5.156666666666666,NA,68.78,153.29309604,NA,NA,0.5255,int
Lake Monona,deep hole,2012,8,21,NA,day,NA,9.666666666666668,25.25,1.2,22.9,NA,10.577890636204662,0,2952.5,0,0.7725,5.488235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,9,05,NA,day,8.452857142857143,7.466666666666667,82.28571428571429,1.7,22.978947368421053,NA,12.544988192603796,0,3671.4285714285716,59.714285714285715,1.1628571428571428,4.605263157894737,NA,NA,5.138571428571429,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,10,02,NA,day,8.524,22.46666666666667,91.75,1.1,16.752380952380953,NA,17.5,0,6862.5,594.75,1.0475,6.780952380952381,NA,NA,5.32,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2012,11,01,NA,day,8.71,10.9,73.4,2.2,10.139999999999999,NA,NA,0.0298,1063.3,33,0.86,9.96,NA,NA,5.4816666666666665,NA,68.08,NA,NA,NA,0.7587999999999999,int
Lake Monona,deep hole,2013,2,05,NA,day,NA,2.05,106.07142857142857,NA,1.7347826086956522,NA,NA,0.18857142857142858,1594.5,NA,1.0657142857142858,10.956521739130435,NA,NA,45.76,NA,80.115,178.580051325,NA,NA,0.97575,int
Lake Monona,deep hole,2013,5,08,NA,day,8.95,NA,48,1.7,13.299999999999999,NA,2.518187905696264,NA,422,NA,NA,13.333333333333332,NA,NA,6.71,NA,79.43,NA,NA,NA,0.948,int
Lake Monona,deep hole,2013,5,15,NA,day,8.68,1.6666666666666667,50,5.4,14.040000000000001,NA,2.632891893703051,0.24,970,20,0.67,12.6,NA,NA,5.5,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,5,29,NA,day,NA,2.2333333333333334,47.5,5,16.25,NA,7.54468815180012,0.2325,992.5,20,0.97,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,6,11,NA,day,8.406666666666666,11.766666666666666,61.666666666666664,4.3,18.907692307692308,NA,10.287683826188305,0.175,1348.3333333333333,30,1.0016666666666667,11.63076923076923,NA,NA,4.588333333333333,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,6,25,NA,day,NA,14.933333333333334,30,1.9,20.9,NA,10.295947694266651,0.0325,1127.5,0,1.0825,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,7,08,NA,day,8.582,13.033333333333333,40,1.1,24.25,NA,8.190232849173618,0.034,1864,4,0.758,5.025,NA,NA,4.529999999999999,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,7,22,NA,day,NA,8.4,30,1,24.12,NA,10.20120990656842,0,1545,0,1.3225,5.833333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,8,06,NA,day,8.581666666666667,6.066666666666666,20.416666666666668,1.2,22.863636363636363,NA,8.720124187633237,0,1613.1666666666667,0,0.798,7.590909090909091,NA,NA,5.1066666666666665,NA,65.75166666666667,NA,NA,NA,0.5445,int
Lake Monona,deep hole,2013,8,21,NA,day,NA,3.6,20,1.1,23.08,NA,9.042161919034983,0,2182.5,0,0.415,6.626666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,9,10,NA,day,8.532,5.533333333333333,20,1.8,23.838461538461537,NA,8.81460472749929,0,2494,0,0.932,6.538461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,10,01,NA,day,8.452,5.333333333333334,30,2,19.025,NA,11.3689600142906,0,2927.5,0,0.73,6.9125,NA,NA,4.274,29.86,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2013,10,30,NA,day,8.045,5.133333333333334,95.4,2.2,11.188,NA,NA,0,2302.8,52,0.766,8.144,NA,NA,4.338333333333333,NA,68.718,NA,NA,NA,1.1224,int
Lake Monona,deep hole,2014,3,13,NA,day,7.8,1.4,55.7,10,1.353846153846154,NA,10.54917573340554,0.25,114.25,38,0.816,11.392307692307693,NA,NA,5.3180000000000005,NA,71.905,190.6280119125,NA,NA,1.00625,int
Lake Monona,deep hole,2014,4,30,NA,day,8.161249999999999,9.133333333333333,64.25,2.6,7.784,NA,NA,0.2125,709.9375,30,0.82,10.012,NA,NA,5.085,NA,77.298,182.90880975,NA,NA,0.9852000000000001,int
Lake Monona,deep hole,2014,5,15,NA,day,8.083333333333334,3.1666666666666665,55,4.5,11.973333333333333,NA,12.389914662184886,0.24,167.5,20,0.5225,10.966666666666667,NA,NA,4.831666666666667,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,5,28,NA,day,NA,2.7333333333333334,30,4,19.87142857142857,NA,4.552334492706782,0.18,NA,0,0.84,9.414285714285715,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,6,10,NA,day,8.434999999999999,12.2,NA,1.4,21.76,NA,5.621844891785545,NA,NA,NA,NA,10.92,NA,NA,5.295,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,6,23,NA,day,NA,6.566666666666666,32.5,1.5,22.454545454545453,NA,8.426733618912913,0,NA,0,0.9725,7.9818181818181815,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,7,09,NA,day,8.754,9.533333333333333,44,1.4,22.4,NA,8.700290069544234,0,NA,0,0.774,7.3999999999999995,NA,NA,4.944,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,7,21,NA,day,NA,6.2,30,1.1,22.392307692307693,NA,8.671130695763791,0,NA,0,0.7325,6.653846153846153,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,8,05,NA,day,8.686666666666667,4.4,27.166666666666668,1.1,23.025,NA,9.42231448208253,0,854.8333333333334,0,0.642,6.925,NA,NA,4.801666666666667,NA,68.475,159.67196779999998,NA,NA,0.5806666666666667,int
Lake Monona,deep hole,2014,8,20,NA,day,NA,4.933333333333334,20,1.7,23.557142857142857,NA,9.566440968934169,0,1590,0,0.8,7.980952380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,9,08,NA,day,8.74,6.433333333333333,20,1.7,22.757142857142856,NA,9.572119522410905,0,1680,0,0.642,7.371428571428571,NA,NA,4.368,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,10,01,NA,day,8.658000000000001,6.733333333333333,30,2.2,17.8,NA,12.364105735830346,0,1530,0,0.69,3.84,NA,NA,4.412,NA,NA,NA,NA,NA,NA,int
Lake Monona,deep hole,2014,11,05,NA,day,8.276666666666667,16.233333333333334,69.3,1.8,10.311538461538461,NA,NA,0,120.1,26,0.778,10.434615384615384,NA,NA,4.55,NA,68.592,179.70602895000002,NA,NA,0.8662000000000001,int
Lake Monona,deep hole,2015,3,06,NA,day,8.194,4.4,65.1,4.3,0.7181818181818181,NA,8.5,0.2104,36,40.4,0.8997999999999999,12.945454545454545,NA,NA,5.144,NA,72.205,186.4243621125,NA,NA,0.9331,int
Lake Monona,deep hole,2015,4,02,NA,day,NA,17.3,74,2.1,3.55,NA,17.5,0.2035,0,7.75,0.676,11.075,NA,NA,NA,NA,NA,NA,NA,NA,0.923,int
Lake Monona,deep hole,2015,4,14,NA,day,8.057500000000001,16.233333333333334,73.5625,1.9,6.8307692307692305,NA,NA,0.205125,190.8,23.5,0.926125,11.953846153846154,NA,NA,4.66625,NA,71.678,174.12618427500001,NA,NA,0.8828125,int
Lake Monona,deep hole,2015,5,01,NA,day,NA,12.7,53,2,13.280000000000001,NA,2.614956376432622,0.131,110,11,NA,13.22,NA,NA,NA,NA,NA,NA,NA,NA,0.867,int
Lake Monona,deep hole,2015,5,13,NA,day,8.275,3.1,57,5,13.053333333333333,NA,12.417410070451847,0.129,288,27,NA,9.28,NA,NA,5.17,NA,NA,NA,NA,NA,0.885,int
Lake Monona,deep hole,2015,5,27,NA,day,NA,9.366666666666667,81.25,3,16.24,NA,12.3313336828978,0.041,550,10.25,NA,8.986666666666666,NA,NA,NA,NA,NA,NA,NA,NA,1.0505,int
Lake Monona,deep hole,2015,6,09,NA,day,8.573333333333334,12.266666666666666,52,1.9,18.87142857142857,NA,11.502880841103307,0.013166666666666667,614,20.666666666666668,NA,8.492857142857142,NA,NA,5.22,NA,NA,NA,NA,NA,0.8918333333333334,int
Lake Monona,deep hole,2015,6,23,NA,day,NA,9.333333333333334,50.75,1.5,20.427777777777777,NA,11.26208731113721,0,815,1.5,NA,6.377777777777778,NA,NA,NA,NA,NA,NA,NA,NA,0.89225,int
Lake Monona,deep hole,2015,7,09,NA,day,8.9575,11.833333333333334,35.75,1.9,22.6,NA,7.694037799015447,0,1440,0,NA,7.058333333333333,NA,NA,5.5,NA,NA,NA,NA,NA,0.713,int
Lake Monona,deep hole,2015,7,22,NA,day,NA,7.366666666666667,30.25,1.1,22.95294117647059,NA,9.025642664630436,0,1050,0,NA,4.770588235294118,NA,NA,NA,NA,NA,NA,NA,NA,0.8775,int
Lake Monona,deep hole,2015,8,04,NA,day,8.793333333333333,5.533333333333333,27.75,1.4,23.876923076923077,NA,8.71922705571595,0,778.5833333333334,1.2,0.916,6.153846153846154,NA,NA,5.485,NA,71.98833333333333,164.7096751,NA,NA,0.696,int
Lake Monona,deep hole,2015,8,21,NA,day,NA,8.933333333333334,25,1.2,22.964285714285715,NA,9.589808300504735,0,1590,0.5,NA,6.435714285714286,NA,NA,NA,NA,NA,NA,NA,NA,0.70625,int
Lake Monona,deep hole,2015,9,04,NA,day,8.700000000000001,5.7,34.666666666666664,2.1,22.1875,NA,11.21007872282948,0,1790,6.166666666666667,NA,6.33125,NA,NA,5.348333333333334,NA,NA,NA,NA,NA,0.7683333333333334,int
Lake Monona,deep hole,2015,10,07,NA,day,8.188,7.6000000000000005,62.75,2.6,17.21764705882353,NA,14.513684520583697,0,2320,26.25,NA,5.758823529411765,NA,NA,5.636,NA,NA,NA,NA,NA,0.934,int
Lake Monona,deep hole,2015,11,03,NA,day,8.114,5.550000000000001,90.5,4,12.258333333333333,NA,NA,0,1324.5,59.75,NA,9.291666666666666,NA,NA,5.084,NA,67.795,174.9143686125,NA,NA,1.063,int
Lake Monona,deep hole,2016,2,04,NA,day,8.5,9.566666666666666,55.916666666666664,4.5,1.1666666666666667,NA,12.830985377574248,0.2713333333333333,14.625,22.5,NA,15.653333333333332,NA,NA,5.58,NA,57.335,179.9937787875,NA,NA,1.0279166666666668,int
Lake Monona,deep hole,2016,3,29,NA,day,NA,31.333333333333332,70,1.2,6.18,NA,2.5,0.23,0,3,NA,10.639999999999999,NA,NA,NA,NA,NA,NA,NA,NA,1.09,int
Lake Monona,deep hole,2016,4,13,NA,day,8.686250000000001,21.266666666666666,56.25,1.6,5.876,NA,NA,0.17625,14.9,0.25,NA,12.784,NA,NA,4.85875,NA,71.47800000000001,184.66033050000001,NA,NA,0.9664375,int
Lake Monona,deep hole,2016,4,26,NA,day,NA,19.233333333333334,46.25,NA,11.372222222222222,NA,13.590716131503656,0,111,0,NA,11.633333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.82275,int
Lake Monona,deep hole,2016,5,11,NA,day,8.73,2.1,47,4.6,13.9,NA,2.5931150431865624,0.07,344,8,NA,9.12,NA,NA,5.26,NA,NA,NA,NA,NA,0.878,int
